customer_id,email,first_name,last_name,signup_date,customer_segment,acquisition_channel,country,is_active
338,customer338@email.com,FirstName338,LastName338,2022-09-28,Basic,Organic,DE,True
339,customer339@email.com,FirstName339,LastName339,2023-01-13,Basic,Social Media,FR,True
340,customer340@email.com,FirstName340,LastName340,2023-01-26,Basic,Social Media,US,True
341,customer341@email.com,FirstName341,LastName341,2023-11-23,Premium,Email,US,True
342,customer342@email.com,FirstName342,LastName342,2023-09-27,Basic,Social Media,FR,True
343,customer343@email.com,FirstName343,LastName343,2022-08-15,Basic,Organic,AU,True
344,customer344@email.com,FirstName344,LastName344,2023-04-21,Basic,Social Media,AU,True
345,customer345@email.com,FirstName345,LastName345,2023-02-23,Premium,Paid Search,US,True
346,customer346@email.com,FirstName346,LastName346,2022-02-08,Standard,Email,US,True
347,customer347@email.com,FirstName347,LastName347,2022-04-10,Premium,Referral,CA,True
348,customer348@email.com,FirstName348,LastName348,2023-02-02,Standard,Social Media,AU,True
349,customer349@email.com,FirstName349,LastName349,2023-12-15,Basic,Email,FR,True
350,customer350@email.com,FirstName350,LastName350,2022-06-08,Standard,Organic,DE,True
351,customer351@email.com,FirstName351,LastName351,2023-09-23,Standard,Social Media,US,True
352,customer352@email.com,FirstName352,LastName352,2023-12-08,Standard,Paid Search,DE,False
353,customer353@email.com,FirstName353,LastName353,2023-04-01,Premium,Social Media,US,True
354,customer354@email.com,FirstName354,LastName354,2023-12-04,Standard,Referral,AU,True
355,customer355@email.com,FirstName355,LastName355,2023-01-03,Premium,Email,UK,True
356,customer356@email.com,FirstName356,LastName356,2022-07-14,Premium,Email,US,True
357,customer357@email.com,FirstName357,LastName357,2023-11-10,Premium,Referral,US,True
358,customer358@email.com,FirstName358,LastName358,2022-02-21,Standard,Paid Search,CA,True
359,customer359@email.com,FirstName359,LastName359,2023-08-02,Premium,Organic,FR,False
360,customer360@email.com,FirstName360,LastName360,2022-08-01,Basic,Paid Search,CA,True
361,customer361@email.com,FirstName361,LastName361,2022-12-03,Premium,Referral,US,True
362,customer362@email.com,FirstName362,LastName362,2022-10-11,Premium,Paid Search,FR,True
363,customer363@email.com,FirstName363,LastName363,2022-09-14,Premium,Organic,AU,True
364,customer364@email.com,FirstName364,LastName364,2022-01-27,Premium,Organic,UK,True
365,customer365@email.com,FirstName365,LastName365,2022-09-01,Basic,Social Media,US,False
366,customer366@email.com,FirstName366,LastName366,2022-06-28,Standard,Organic,CA,True
367,customer367@email.com,FirstName367,LastName367,2023-03-08,Basic,Organic,AU,False
368,customer368@email.com,FirstName368,LastName368,2022-03-07,Standard,Email,UK,False
369,customer369@email.com,FirstName369,LastName369,2023-06-10,Basic,Organic,DE,True
370,customer370@email.com,FirstName370,LastName370,2023-05-31,Premium,Referral,US,True
371,customer371@email.com,FirstName371,LastName371,2023-11-06,Basic,Social Media,DE,True
372,customer372@email.com,FirstName372,LastName372,2023-10-21,Premium,Organic,DE,True
373,customer373@email.com,FirstName373,LastName373,2023-02-16,Standard,Organic,DE,True
374,customer374@email.com,FirstName374,LastName374,2023-12-31,Standard,Organic,US,True
375,customer375@email.com,FirstName375,LastName375,2022-11-26,Basic,Paid Search,US,True
376,customer376@email.com,FirstName376,LastName376,2022-05-10,Standard,Referral,AU,True
377,customer377@email.com,FirstName377,LastName377,2023-08-23,Basic,Social Media,DE,False
378,customer378@email.com,FirstName378,LastName378,2023-09-04,Basic,Social Media,DE,True
379,customer379@email.com,FirstName379,LastName379,2023-06-02,Basic,Email,US,False
380,customer380@email.com,FirstName380,LastName380,2023-12-20,Premium,Referral,AU,True
381,customer381@email.com,FirstName381,LastName381,2022-08-09,Standard,Email,CA,True
382,customer382@email.com,FirstName382,LastName382,2023-02-28,Standard,Email,DE,True
383,customer383@email.com,FirstName383,LastName383,2023-03-02,Basic,Organic,UK,True
384,customer384@email.com,FirstName384,LastName384,2023-03-14,Standard,Social Media,UK,False
385,customer385@email.com,FirstName385,LastName385,2022-06-06,Basic,Email,US,True
386,customer386@email.com,FirstName386,LastName386,2022-04-04,Premium,Organic,DE,False
387,customer387@email.com,FirstName387,LastName387,2022-04-09,Basic,Social Media,CA,True
388,customer388@email.com,FirstName388,LastName388,2023-07-24,Premium,Referral,FR,True
389,customer389@email.com,FirstName389,LastName389,2023-07-30,Standard,Organic,DE,True
390,customer390@email.com,FirstName390,LastName390,2022-12-29,Basic,Email,AU,False
391,customer391@email.com,FirstName391,LastName391,2022-02-22,Standard,Referral,UK,False
392,customer392@email.com,FirstName392,LastName392,2022-12-27,Premium,Referral,FR,True
393,customer393@email.com,FirstName393,LastName393,2022-08-06,Premium,Email,CA,True
394,customer394@email.com,FirstName394,LastName394,2022-04-21,Standard,Referral,UK,True
395,customer395@email.com,FirstName395,LastName395,2022-04-28,Standard,Referral,CA,True
396,customer396@email.com,FirstName396,LastName396,2023-03-16,Basic,Referral,FR,False
397,customer397@email.com,FirstName397,LastName397,2023-11-23,Basic,Referral,US,False
398,customer398@email.com,FirstName398,LastName398,2023-09-16,Basic,Social Media,US,True
399,customer399@email.com,FirstName399,LastName399,2022-07-04,Standard,Social Media,UK,True
400,customer400@email.com,FirstName400,LastName400,2022-12-26,Premium,Paid Search,CA,True
401,customer401@email.com,FirstName401,LastName401,2023-08-03,Basic,Email,US,True
402,customer402@email.com,FirstName402,LastName402,2022-05-26,Basic,Organic,US,False
403,customer403@email.com,FirstName403,LastName403,2023-06-28,Premium,Email,DE,True
404,customer404@email.com,FirstName404,LastName404,2023-04-10,Standard,Paid Search,UK,False
405,customer405@email.com,FirstName405,LastName405,2022-11-16,Basic,Social Media,FR,True
406,customer406@email.com,FirstName406,LastName406,2023-09-03,Premium,Organic,CA,False
407,customer407@email.com,FirstName407,LastName407,2022-06-11,Basic,Organic,AU,True
408,customer408@email.com,FirstName408,LastName408,2022-03-25,Standard,Email,AU,True
409,customer409@email.com,FirstName409,LastName409,2023-03-11,Standard,Referral,DE,False
410,customer410@email.com,FirstName410,LastName410,2023-03-01,Standard,Paid Search,FR,True
411,customer411@email.com,FirstName411,LastName411,2022-04-27,Standard,Email,US,True
412,customer412@email.com,FirstName412,LastName412,2022-10-18,Basic,Referral,DE,False
413,customer413@email.com,FirstName413,LastName413,2023-06-24,Basic,Social Media,US,False
414,customer414@email.com,FirstName414,LastName414,2022-08-14,Standard,Referral,US,True
415,customer415@email.com,FirstName415,LastName415,2022-01-08,Premium,Social Media,CA,True
416,customer416@email.com,FirstName416,LastName416,2022-05-21,Standard,Social Media,UK,True
417,customer417@email.com,FirstName417,LastName417,2022-05-03,Premium,Email,AU,True
418,customer418@email.com,FirstName418,LastName418,2023-03-17,Premium,Paid Search,DE,True
419,customer419@email.com,FirstName419,LastName419,2023-06-30,Basic,Paid Search,FR,True
420,customer420@email.com,FirstName420,LastName420,2023-07-27,Basic,Social Media,US,True
421,customer421@email.com,FirstName421,LastName421,2023-02-11,Basic,Organic,DE,True
422,customer422@email.com,FirstName422,LastName422,2022-01-20,Standard,Organic,UK,True
423,customer423@email.com,FirstName423,LastName423,2023-08-13,Standard,Referral,DE,True
424,customer424@email.com,FirstName424,LastName424,2023-12-28,Basic,Email,UK,True
425,customer425@email.com,FirstName425,LastName425,2022-04-28,Standard,Organic,UK,True
426,customer426@email.com,FirstName426,LastName426,2022-06-25,Basic,Email,AU,True
427,customer427@email.com,FirstName427,LastName427,2023-01-06,Premium,Email,US,True
428,customer428@email.com,FirstName428,LastName428,2022-09-07,Standard,Referral,DE,False
429,customer429@email.com,FirstName429,LastName429,2023-06-21,Premium,Email,UK,True
430,customer430@email.com,FirstName430,LastName430,2022-12-14,Premium,Social Media,CA,True
431,customer431@email.com,FirstName431,LastName431,2022-03-20,Basic,Organic,FR,True
432,customer432@email.com,FirstName432,LastName432,2023-06-07,Premium,Social Media,UK,True
433,customer433@email.com,FirstName433,LastName433,2023-10-23,Premium,Paid Search,US,True
434,customer434@email.com,FirstName434,LastName434,2022-05-30,Standard,Paid Search,CA,True
435,customer435@email.com,FirstName435,LastName435,2023-09-09,Premium,Organic,CA,True
436,customer436@email.com,FirstName436,LastName436,2023-10-06,Standard,Email,FR,True
437,customer437@email.com,FirstName437,LastName437,2023-08-17,Standard,Referral,AU,True
438,customer438@email.com,FirstName438,LastName438,2023-10-13,Basic,Social Media,AU,False
439,customer439@email.com,FirstName439,LastName439,2022-11-20,Premium,Email,US,True
440,customer440@email.com,FirstName440,LastName440,2023-04-26,Standard,Social Media,UK,True
441,customer441@email.com,FirstName441,LastName441,2023-08-29,Premium,Social Media,FR,True
442,customer442@email.com,FirstName442,LastName442,2022-03-17,Standard,Email,DE,False
443,customer443@email.com,FirstName443,LastName443,2022-02-08,Premium,Social Media,UK,True
444,customer444@email.com,FirstName444,LastName444,2022-03-20,Basic,Organic,FR,True
445,customer445@email.com,FirstName445,LastName445,2023-09-01,Basic,Email,DE,False
446,customer446@email.com,FirstName446,LastName446,2023-08-18,Basic,Organic,DE,False
447,customer447@email.com,FirstName447,LastName447,2023-08-09,Basic,Paid Search,UK,False
448,customer448@email.com,FirstName448,LastName448,2023-09-12,Standard,Referral,CA,True
449,customer449@email.com,FirstName449,LastName449,2022-03-05,Standard,Organic,UK,True
450,customer450@email.com,FirstName450,LastName450,2022-03-28,Basic,Paid Search,US,True
451,customer451@email.com,FirstName451,LastName451,2022-09-11,Basic,Email,DE,True
452,customer452@email.com,FirstName452,LastName452,2023-06-21,Basic,Referral,CA,True
453,customer453@email.com,FirstName453,LastName453,2023-01-08,Standard,Social Media,DE,True
454,customer454@email.com,FirstName454,LastName454,2023-02-23,Standard,Referral,US,False
455,customer455@email.com,FirstName455,LastName455,2023-10-09,Basic,Social Media,US,True
456,customer456@email.com,FirstName456,LastName456,2022-12-04,Premium,Referral,AU,True
457,customer457@email.com,FirstName457,LastName457,2023-01-31,Standard,Social Media,AU,True
458,customer458@email.com,FirstName458,LastName458,2023-11-04,Basic,Paid Search,UK,True
459,customer459@email.com,FirstName459,LastName459,2022-03-25,Basic,Paid Search,UK,True
460,customer460@email.com,FirstName460,LastName460,2022-11-14,Basic,Email,CA,True
461,customer461@email.com,FirstName461,LastName461,2023-09-02,Basic,Organic,UK,True
462,customer462@email.com,FirstName462,LastName462,2023-07-27,Standard,Social Media,CA,True
463,customer463@email.com,FirstName463,LastName463,2023-11-18,Basic,Referral,US,True
464,customer464@email.com,FirstName464,LastName464,2023-10-24,Basic,Email,FR,True
465,customer465@email.com,FirstName465,LastName465,2023-01-06,Premium,Social Media,UK,False
466,customer466@email.com,FirstName466,LastName466,2022-07-04,Premium,Social Media,DE,True
467,customer467@email.com,FirstName467,LastName467,2022-07-16,Premium,Paid Search,CA,True
468,customer468@email.com,FirstName468,LastName468,2022-03-21,Standard,Organic,FR,False
469,customer469@email.com,FirstName469,LastName469,2023-07-07,Basic,Referral,US,True
470,customer470@email.com,FirstName470,LastName470,2023-11-09,Standard,Referral,CA,False
471,customer471@email.com,FirstName471,LastName471,2023-09-04,Standard,Paid Search,CA,True
472,customer472@email.com,FirstName472,LastName472,2022-07-05,Basic,Referral,CA,False
473,customer473@email.com,FirstName473,LastName473,2023-03-25,Premium,Email,UK,True
474,customer474@email.com,FirstName474,LastName474,2023-11-24,Basic,Paid Search,DE,False
475,customer475@email.com,FirstName475,LastName475,2023-09-18,Standard,Email,CA,True
476,customer476@email.com,FirstName476,LastName476,2023-07-01,Premium,Social Media,DE,False
477,customer477@email.com,FirstName477,LastName477,2022-07-18,Standard,Referral,DE,True
478,customer478@email.com,FirstName478,LastName478,2023-04-18,Standard,Email,FR,True
479,customer479@email.com,FirstName479,LastName479,2023-06-25,Standard,Paid Search,CA,False
480,customer480@email.com,FirstName480,LastName480,2023-09-12,Premium,Social Media,US,True
481,customer481@email.com,FirstName481,LastName481,2023-10-19,Standard,Social Media,FR,True
482,customer482@email.com,FirstName482,LastName482,2022-04-16,Basic,Referral,US,True
483,customer483@email.com,FirstName483,LastName483,2022-10-19,Premium,Paid Search,UK,True
484,customer484@email.com,FirstName484,LastName484,2023-04-06,Basic,Paid Search,DE,True
485,customer485@email.com,FirstName485,LastName485,2022-04-04,Premium,Email,UK,True
486,customer486@email.com,FirstName486,LastName486,2022-01-28,Standard,Organic,DE,False
487,customer487@email.com,FirstName487,LastName487,2023-05-30,Standard,Paid Search,DE,True
488,customer488@email.com,FirstName488,LastName488,2022-03-25,Standard,Paid Search,US,True
489,customer489@email.com,FirstName489,LastName489,2022-11-23,Premium,Social Media,CA,False
490,customer490@email.com,FirstName490,LastName490,2022-05-21,Premium,Social Media,DE,False
491,customer491@email.com,FirstName491,LastName491,2023-12-14,Premium,Email,DE,True
492,customer492@email.com,FirstName492,LastName492,2023-09-23,Premium,Organic,US,True
493,customer493@email.com,FirstName493,LastName493,2022-09-20,Premium,Paid Search,FR,True
494,customer494@email.com,FirstName494,LastName494,2023-09-16,Basic,Email,US,True
495,customer495@email.com,FirstName495,LastName495,2022-10-23,Premium,Social Media,US,True
496,customer496@email.com,FirstName496,LastName496,2022-02-18,Premium,Email,AU,True
497,customer497@email.com,FirstName497,LastName497,2023-09-30,Standard,Organic,US,True
498,customer498@email.com,FirstName498,LastName498,2023-05-27,Basic,Referral,US,True
499,customer499@email.com,FirstName499,LastName499,2023-10-10,Basic,Referral,CA,False
500,customer500@email.com,FirstName500,LastName500,2022-05-28,Standard,Email,US,False
501,customer501@email.com,FirstName501,LastName501,2023-09-22,Standard,Paid Search,FR,True
502,customer502@email.com,FirstName502,LastName502,2023-03-03,Premium,Organic,FR,True
503,customer503@email.com,FirstName503,LastName503,2023-01-05,Premium,Referral,FR,True
504,customer504@email.com,FirstName504,LastName504,2023-06-04,Basic,Referral,US,False
505,customer505@email.com,FirstName505,LastName505,2023-02-04,Standard,Organic,AU,True
506,customer506@email.com,FirstName506,LastName506,2023-02-01,Standard,Social Media,AU,True
507,customer507@email.com,FirstName507,LastName507,2022-01-17,Standard,Organic,UK,False
508,customer508@email.com,FirstName508,LastName508,2022-09-04,Basic,Organic,FR,False
509,customer509@email.com,FirstName509,LastName509,2022-12-07,Premium,Organic,UK,False
510,customer510@email.com,FirstName510,LastName510,2023-07-14,Standard,Paid Search,AU,True
511,customer511@email.com,FirstName511,LastName511,2023-04-21,Basic,Email,AU,True
512,customer512@email.com,FirstName512,LastName512,2022-07-06,Premium,Organic,AU,True
513,customer513@email.com,FirstName513,LastName513,2023-04-14,Premium,Social Media,CA,False
514,customer514@email.com,FirstName514,LastName514,2022-02-14,Premium,Organic,UK,False
515,customer515@email.com,FirstName515,LastName515,2022-11-14,Basic,Email,FR,True
516,customer516@email.com,FirstName516,LastName516,2023-04-30,Standard,Organic,AU,True
517,customer517@email.com,FirstName517,LastName517,2022-07-15,Standard,Social Media,US,True
518,customer518@email.com,FirstName518,LastName518,2023-11-03,Standard,Social Media,US,False
519,customer519@email.com,FirstName519,LastName519,2023-01-12,Standard,Email,AU,False
520,customer520@email.com,FirstName520,LastName520,2023-03-27,Standard,Social Media,CA,True
521,customer521@email.com,FirstName521,LastName521,2023-05-24,Basic,Email,UK,True
522,customer522@email.com,FirstName522,LastName522,2023-06-16,Standard,Organic,AU,True
523,customer523@email.com,FirstName523,LastName523,2023-03-11,Premium,Email,FR,False
524,customer524@email.com,FirstName524,LastName524,2022-07-04,Basic,Social Media,UK,False
525,customer525@email.com,FirstName525,LastName525,2022-04-16,Premium,Social Media,AU,False
526,customer526@email.com,FirstName526,LastName526,2022-10-30,Standard,Email,FR,True
527,customer527@email.com,FirstName527,LastName527,2023-03-13,Premium,Email,UK,True
528,customer528@email.com,FirstName528,LastName528,2023-04-03,Premium,Social Media,FR,True
529,customer529@email.com,FirstName529,LastName529,2023-03-22,Standard,Organic,US,True
530,customer530@email.com,FirstName530,LastName530,2023-11-19,Basic,Email,UK,False
531,customer531@email.com,FirstName531,LastName531,2023-06-10,Basic,Paid Search,US,False
532,customer532@email.com,FirstName532,LastName532,2022-05-27,Basic,Email,US,False
533,customer533@email.com,FirstName533,LastName533,2022-05-10,Premium,Paid Search,AU,False
534,customer534@email.com,FirstName534,LastName534,2023-01-11,Standard,Email,FR,True
535,customer535@email.com,FirstName535,LastName535,2022-02-03,Basic,Paid Search,AU,True
536,customer536@email.com,FirstName536,LastName536,2023-04-06,Standard,Social Media,DE,False
537,customer537@email.com,FirstName537,LastName537,2022-03-20,Basic,Paid Search,FR,False
538,customer538@email.com,FirstName538,LastName538,2023-01-11,Standard,Social Media,AU,True
539,customer539@email.com,FirstName539,LastName539,2022-10-13,Premium,Organic,US,True
540,customer540@email.com,FirstName540,LastName540,2022-07-10,Standard,Referral,DE,True
541,customer541@email.com,FirstName541,LastName541,2023-07-30,Premium,Social Media,UK,False
542,customer542@email.com,FirstName542,LastName542,2023-12-22,Standard,Paid Search,FR,True
543,customer543@email.com,FirstName543,LastName543,2022-10-20,Basic,Email,CA,True
544,customer544@email.com,FirstName544,LastName544,2022-05-06,Premium,Organic,DE,True
545,customer545@email.com,FirstName545,LastName545,2022-06-26,Basic,Email,US,True
546,customer546@email.com,FirstName546,LastName546,2023-11-30,Standard,Social Media,AU,True
547,customer547@email.com,FirstName547,LastName547,2022-03-08,Basic,Referral,UK,True
548,customer548@email.com,FirstName548,LastName548,2022-11-04,Premium,Paid Search,UK,True
549,customer549@email.com,FirstName549,LastName549,2023-06-05,Premium,Organic,CA,True
550,customer550@email.com,FirstName550,LastName550,2022-05-23,Premium,Email,US,True
551,customer551@email.com,FirstName551,LastName551,2023-01-05,Basic,Referral,UK,True
552,customer552@email.com,FirstName552,LastName552,2023-04-24,Basic,Paid Search,FR,False
553,customer553@email.com,FirstName553,LastName553,2022-03-30,Premium,Social Media,DE,True
554,customer554@email.com,FirstName554,LastName554,2023-05-06,Basic,Email,DE,True
555,customer555@email.com,FirstName555,LastName555,2023-08-12,Premium,Paid Search,UK,False
556,customer556@email.com,FirstName556,LastName556,2023-10-20,Premium,Email,DE,True
557,customer557@email.com,FirstName557,LastName557,2023-11-28,Basic,Social Media,CA,True
558,customer558@email.com,FirstName558,LastName558,2023-07-19,Basic,Referral,CA,True
559,customer559@email.com,FirstName559,LastName559,2022-05-13,Standard,Referral,US,True
560,customer560@email.com,FirstName560,LastName560,2022-05-08,Basic,Paid Search,UK,True
561,customer561@email.com,FirstName561,LastName561,2022-06-18,Premium,Social Media,AU,True
562,customer562@email.com,FirstName562,LastName562,2022-08-19,Standard,Referral,UK,True
563,customer563@email.com,FirstName563,LastName563,2022-03-22,Standard,Paid Search,AU,True
564,customer564@email.com,FirstName564,LastName564,2023-07-19,Standard,Paid Search,AU,True
565,customer565@email.com,FirstName565,LastName565,2022-11-07,Basic,Referral,US,True
566,customer566@email.com,FirstName566,LastName566,2023-05-30,Basic,Paid Search,FR,True
567,customer567@email.com,FirstName567,LastName567,2023-08-18,Premium,Paid Search,AU,True
568,customer568@email.com,FirstName568,LastName568,2023-10-02,Basic,Referral,UK,True
569,customer569@email.com,FirstName569,LastName569,2023-08-01,Premium,Organic,US,False
570,customer570@email.com,FirstName570,LastName570,2022-02-16,Basic,Referral,UK,True
571,customer571@email.com,FirstName571,LastName571,2023-10-29,Premium,Referral,DE,True
572,customer572@email.com,FirstName572,LastName572,2023-09-25,Basic,Organic,DE,True
573,customer573@email.com,FirstName573,LastName573,2023-10-05,Basic,Social Media,AU,True
574,customer574@email.com,FirstName574,LastName574,2022-11-06,Standard,Paid Search,AU,True
575,customer575@email.com,FirstName575,LastName575,2023-02-20,Standard,Email,US,False
576,customer576@email.com,FirstName576,LastName576,2023-12-07,Premium,Paid Search,DE,False
577,customer577@email.com,FirstName577,LastName577,2023-03-02,Standard,Email,CA,True
578,customer578@email.com,FirstName578,LastName578,2022-12-15,Basic,Paid Search,UK,False
579,customer579@email.com,FirstName579,LastName579,2022-11-23,Basic,Social Media,DE,True
580,customer580@email.com,FirstName580,LastName580,2022-05-14,Standard,Referral,FR,True
581,customer581@email.com,FirstName581,LastName581,2022-04-19,Standard,Paid Search,DE,True
582,customer582@email.com,FirstName582,LastName582,2022-05-06,Standard,Email,CA,False
583,customer583@email.com,FirstName583,LastName583,2022-05-25,Premium,Organic,UK,True
584,customer584@email.com,FirstName584,LastName584,2023-01-29,Basic,Email,CA,True
585,customer585@email.com,FirstName585,LastName585,2022-06-13,Standard,Referral,AU,True
586,customer586@email.com,FirstName586,LastName586,2022-11-17,Premium,Paid Search,DE,True
587,customer587@email.com,FirstName587,LastName587,2023-06-12,Standard,Email,UK,True
588,customer588@email.com,FirstName588,LastName588,2023-05-25,Premium,Organic,DE,True
589,customer589@email.com,FirstName589,LastName589,2023-06-02,Standard,Paid Search,CA,True
590,customer590@email.com,FirstName590,LastName590,2023-08-21,Standard,Organic,US,True
591,customer591@email.com,FirstName591,LastName591,2022-10-16,Standard,Referral,AU,True
592,customer592@email.com,FirstName592,LastName592,2023-11-20,Standard,Social Media,FR,True
593,customer593@email.com,FirstName593,LastName593,2022-01-09,Premium,Email,CA,True
594,customer594@email.com,FirstName594,LastName594,2022-09-28,Basic,Social Media,DE,True
595,customer595@email.com,FirstName595,LastName595,2023-01-10,Premium,Email,US,False
596,customer596@email.com,FirstName596,LastName596,2023-08-07,Basic,Paid Search,UK,True
597,customer597@email.com,FirstName597,LastName597,2023-07-21,Standard,Organic,DE,True
598,customer598@email.com,FirstName598,LastName598,2023-06-01,Standard,Referral,UK,True
599,customer599@email.com,FirstName599,LastName599,2023-10-01,Basic,Referral,US,True
600,customer600@email.com,FirstName600,LastName600,2022-05-12,Premium,Email,UK,True
601,customer601@email.com,FirstName601,LastName601,2022-12-14,Basic,Social Media,CA,True
602,customer602@email.com,FirstName602,LastName602,2022-07-23,Basic,Referral,DE,True
603,customer603@email.com,FirstName603,LastName603,2023-05-28,Premium,Organic,US,True
604,customer604@email.com,FirstName604,LastName604,2022-05-21,Basic,Social Media,DE,True
605,customer605@email.com,FirstName605,LastName605,2023-06-16,Standard,Paid Search,FR,True
606,customer606@email.com,FirstName606,LastName606,2023-06-12,Premium,Social Media,FR,True
607,customer607@email.com,FirstName607,LastName607,2022-11-23,Premium,Email,FR,True
608,customer608@email.com,FirstName608,LastName608,2022-11-03,Basic,Social Media,FR,True
609,customer609@email.com,FirstName609,LastName609,2023-06-06,Basic,Email,AU,True
610,customer610@email.com,FirstName610,LastName610,2023-07-31,Standard,Email,US,True
611,customer611@email.com,FirstName611,LastName611,2023-01-13,Standard,Organic,DE,True
612,customer612@email.com,FirstName612,LastName612,2023-08-21,Standard,Organic,FR,True
613,customer613@email.com,FirstName613,LastName613,2023-05-01,Standard,Referral,FR,True
614,customer614@email.com,FirstName614,LastName614,2022-08-22,Basic,Organic,FR,True
615,customer615@email.com,FirstName615,LastName615,2023-05-07,Premium,Referral,AU,False
616,customer616@email.com,FirstName616,LastName616,2023-09-27,Standard,Paid Search,AU,False
617,customer617@email.com,FirstName617,LastName617,2022-09-06,Premium,Referral,AU,True
618,customer618@email.com,FirstName618,LastName618,2022-04-23,Premium,Organic,DE,True
619,customer619@email.com,FirstName619,LastName619,2022-11-18,Standard,Paid Search,DE,False
620,customer620@email.com,FirstName620,LastName620,2023-12-09,Premium,Email,FR,True
621,customer621@email.com,FirstName621,LastName621,2023-09-19,Standard,Organic,AU,True
622,customer622@email.com,FirstName622,LastName622,2022-05-22,Basic,Paid Search,FR,True
623,customer623@email.com,FirstName623,LastName623,2022-11-29,Basic,Email,FR,True
624,customer624@email.com,FirstName624,LastName624,2023-01-21,Standard,Paid Search,DE,True
625,customer625@email.com,FirstName625,LastName625,2023-06-30,Standard,Referral,UK,True
626,customer626@email.com,FirstName626,LastName626,2023-11-24,Basic,Social Media,FR,True
627,customer627@email.com,FirstName627,LastName627,2023-05-11,Premium,Paid Search,UK,True
628,customer628@email.com,FirstName628,LastName628,2023-07-26,Standard,Paid Search,UK,True
629,customer629@email.com,FirstName629,LastName629,2022-10-23,Basic,Paid Search,AU,True
630,customer630@email.com,FirstName630,LastName630,2023-12-23,Standard,Social Media,DE,True
631,customer631@email.com,FirstName631,LastName631,2022-12-24,Basic,Social Media,UK,True
632,customer632@email.com,FirstName632,LastName632,2022-05-05,Basic,Referral,DE,False
633,customer633@email.com,FirstName633,LastName633,2023-02-09,Standard,Paid Search,UK,True
634,customer634@email.com,FirstName634,LastName634,2022-02-13,Standard,Organic,UK,True
635,customer635@email.com,FirstName635,LastName635,2023-03-29,Basic,Social Media,AU,True
636,customer636@email.com,FirstName636,LastName636,2023-05-06,Premium,Paid Search,FR,True
637,customer637@email.com,FirstName637,LastName637,2022-10-05,Basic,Social Media,CA,True
638,customer638@email.com,FirstName638,LastName638,2022-04-22,Basic,Referral,CA,True
639,customer639@email.com,FirstName639,LastName639,2022-09-06,Premium,Referral,CA,True
640,customer640@email.com,FirstName640,LastName640,2023-10-16,Premium,Organic,US,True
641,customer641@email.com,FirstName641,LastName641,2023-02-28,Standard,Email,US,True
642,customer642@email.com,FirstName642,LastName642,2023-11-29,Premium,Organic,FR,True
643,customer643@email.com,FirstName643,LastName643,2022-06-11,Standard,Email,DE,True
644,customer644@email.com,FirstName644,LastName644,2023-10-29,Premium,Social Media,UK,True
645,customer645@email.com,FirstName645,LastName645,2022-10-20,Basic,Organic,US,True
646,customer646@email.com,FirstName646,LastName646,2023-10-30,Basic,Paid Search,FR,False
647,customer647@email.com,FirstName647,LastName647,2022-02-08,Premium,Email,CA,True
648,customer648@email.com,FirstName648,LastName648,2022-02-07,Standard,Email,CA,True
649,customer649@email.com,FirstName649,LastName649,2022-10-24,Premium,Organic,UK,True
650,customer650@email.com,FirstName650,LastName650,2023-08-05,Basic,Organic,UK,True
651,customer651@email.com,FirstName651,LastName651,2022-10-19,Standard,Referral,FR,True
652,customer652@email.com,FirstName652,LastName652,2023-05-21,Premium,Referral,DE,True
653,customer653@email.com,FirstName653,LastName653,2022-10-07,Premium,Organic,UK,True
654,customer654@email.com,FirstName654,LastName654,2022-06-16,Basic,Email,AU,True
655,customer655@email.com,FirstName655,LastName655,2022-09-21,Basic,Paid Search,US,True
656,customer656@email.com,FirstName656,LastName656,2022-12-12,Standard,Referral,AU,True
657,customer657@email.com,FirstName657,LastName657,2022-07-17,Premium,Referral,AU,True
658,customer658@email.com,FirstName658,LastName658,2023-02-20,Standard,Referral,UK,True
659,customer659@email.com,FirstName659,LastName659,2022-03-30,Standard,Organic,CA,True
660,customer660@email.com,FirstName660,LastName660,2022-05-24,Standard,Social Media,CA,True
661,customer661@email.com,FirstName661,LastName661,2022-01-07,Standard,Email,CA,True
662,customer662@email.com,FirstName662,LastName662,2023-04-03,Standard,Social Media,UK,False
663,customer663@email.com,FirstName663,LastName663,2023-08-20,Basic,Referral,US,True
664,customer664@email.com,FirstName664,LastName664,2022-09-25,Basic,Social Media,AU,True
665,customer665@email.com,FirstName665,LastName665,2022-08-30,Premium,Organic,DE,True
666,customer666@email.com,FirstName666,LastName666,2022-11-11,Premium,Email,AU,True
667,customer667@email.com,FirstName667,LastName667,2023-05-30,Basic,Social Media,AU,True
668,customer668@email.com,FirstName668,LastName668,2022-05-01,Basic,Social Media,UK,True
669,customer669@email.com,FirstName669,LastName669,2023-09-22,Premium,Paid Search,CA,True
670,customer670@email.com,FirstName670,LastName670,2023-05-05,Premium,Email,AU,True
671,customer671@email.com,FirstName671,LastName671,2023-09-13,Standard,Email,AU,True
672,customer672@email.com,FirstName672,LastName672,2023-07-17,Standard,Referral,AU,False
673,customer673@email.com,FirstName673,LastName673,2022-08-12,Premium,Referral,US,True
674,customer674@email.com,FirstName674,LastName674,2023-06-23,Standard,Referral,AU,True
675,customer675@email.com,FirstName675,LastName675,2023-01-06,Premium,Referral,US,True
676,customer676@email.com,FirstName676,LastName676,2022-03-05,Basic,Referral,CA,False
